Head x, Head y, Head z, Spine x, Spine y, Spine z, Left Shoulder x, Left Shoulder y, Left Shoulder z, Right Shoulder x, Right Shoulder y, Right Shoulder z, Hips x, Hips y, Hips z, Left Leg x, Right Leg x, Left Leg y, Right Leg y, Left Leg z, Right Leg z
15.09504,10.02458,29.70922,15.06022,9.343422,29.74328,15.27086,9.789963,29.65344,15.11945,9.801792,29.78898,15.06619,9.190819,29.7455,14.68506,8.555761,29.6225,15.27086,8.449631,29.65344
14.58135,10.12285,29.68792,14.56266,9.442132,29.71133,14.34216,9.893084,29.62891,14.62274,9.898733,29.76586,14.5679,9.289515,29.71436,14.51413,8.526229,29.59914,14.34216,8.574512,29.62891
14.09423,10.06109,29.70966,14.09471,9.378821,29.69685,13.70482,9.836245,29.64252,14.14153,9.832614,29.77957,14.10252,9.226311,29.69403,14.28176,8.477858,29.54931,13.70482,8.598127,29.64252
13.59178,10.10803,29.7129,13.56387,9.423754,29.70644,13.27948,9.879829,29.64231,13.61913,9.876286,29.77924,13.57114,9.271394,29.71431,13.53539,8.50948,29.51913,13.27948,8.586114,29.64231
13.22783,10.21077,29.72801,13.21001,9.529245,29.74978,13.25618,9.980741,29.66837,13.26329,9.985922,29.80475,13.21381,9.376691,29.75618,12.87607,8.713042,29.5991,13.25618,8.615623,29.66837
12.71762,10.28835,29.71029,12.68815,9.60685,29.74324,12.90884,10.05434,29.65323,12.74383,10.06535,29.78872,12.69315,9.45423,29.7465,12.29816,8.827932,29.62371,12.90884,8.716463,29.65323
12.17477,10.17063,29.67775,12.1508,9.490053,29.7055,11.98956,9.939906,29.6205,12.21323,9.946715,29.75737,12.15534,9.337418,29.70866,12.03718,8.584222,29.59342,11.98956,8.60326,29.6205
11.74786,10.18329,29.71323,11.75,9.50174,29.70459,11.38581,9.958467,29.64698,11.79737,9.956223,29.78407,11.7574,9.349209,29.70179,11.90993,8.59586,29.5576,11.38581,8.702749,29.64698
11.22891,10.17167,29.74341,11.2021,9.487342,29.73547,10.8755,9.943848,29.67257,11.25721,9.939613,29.80956,11.21109,9.335048,29.74282,11.24979,8.569,29.55251,10.8755,8.674321,29.67257
10.72687,10.11938,29.73511,10.7062,9.437219,29.75451,10.70831,9.889168,29.67536,10.76007,9.893484,29.81184,10.71037,9.284675,29.76094,10.38966,8.612302,29.5941,10.70831,8.52412,29.67536
10.33056,10.12125,29.73271,10.30801,9.439594,29.7643,10.51919,9.888028,29.67407,10.35988,9.898296,29.80961,10.31234,9.28698,29.76858,9.907025,8.667925,29.6451,10.51919,8.547466,29.67407
9.844176,10.45054,29.7053,9.816049,9.7697,29.73622,9.72943,10.21858,29.64963,9.878826,10.22678,29.78634,9.820384,9.617047,29.7388,9.632162,8.882696,29.62334,9.72943,8.865647,29.64963
9.258208,10.30769,29.73487,9.259201,9.626488,29.73158,8.918528,10.08229,29.66975,9.307901,10.08168,29.80685,9.266403,9.473942,29.72909,9.403346,8.71781,29.59177,8.918528,8.812679,29.66975
8.767351,10.03318,29.76863,8.742328,9.349127,29.75906,8.386452,9.805891,29.69844,8.797876,9.801167,29.83545,8.752341,9.196834,29.76496,8.856788,8.433676,29.58543,8.386452,8.554354,29.69844
8.395731,10.29619,29.7975,8.371984,9.61369,29.81319,8.329149,10.06617,29.7374,8.427154,10.06927,29.87397,8.376435,9.461144,29.81937,8.078195,8.778225,29.64152,8.329149,8.703686,29.7374
7.859635,10.19697,29.77523,7.843259,9.515734,29.80514,8.033576,9.964863,29.71541,7.893073,9.974446,29.85108,7.847487,9.363133,29.80998,7.435194,8.75016,29.68423,8.033576,8.618867,29.71541
